Order ID,Order Date,Customer Name,Region,Category,Product,Quantity,Unit Price,Sales,Profit
1349,2025-03-10,Customer_41,North,Fashion,Shoes,5,5000,25000,2360.2
1350,2025-03-14,Customer_66,West,Fashion,Shoes,1,500,500,71.73
1351,2025-09-07,Customer_82,South,Grocery,Oil,5,2500,12500,1898.96
1352,2025-08-19,Customer_80,North,Fashion,Jacket,3,500,1500,167.71
1353,2025-07-16,Customer_72,West,Furniture,Chair,4,500,2000,226.34
1354,2025-09-08,Customer_22,North,Grocery,Tea,4,10000,40000,8911.26
1355,2025-10-03,Customer_37,South,Electronics,Smartphone,3,250,750,95.04
1356,2025-02-28,Customer_35,East,Grocery,Tea,5,5000,25000,2481.15
1357,2025-02-22,Customer_95,South,Electronics,Smartwatch,5,500,2500,620.65
1358,2025-02-14,Customer_57,North,Furniture,Chair,4,1000,4000,557.03
1359,2025-12-30,Customer_79,West,Fashion,Jeans,5,10000,50000,6980.36
1360,2025-10-19,Customer_45,East,Fashion,Jeans,2,500,1000,216.92
1361,2025-09-21,Customer_87,North,Fashion,Shoes,3,1000,3000,532.1
1362,2025-03-06,Customer_90,South,Fashion,Jacket,1,1000,1000,227.4
1363,2025-12-13,Customer_51,West,Fashion,Jeans,3,500,1500,314.18
1364,2025-11-21,Customer_99,North,Fashion,Shoes,4,2500,10000,1568.39
1365,2025-06-17,Customer_75,North,Grocery,Sugar,3,2500,7500,1811.57
1366,2025-07-23,Customer_28,West,Electronics,Smartwatch,3,250,750,161.45
1367,2025-06-22,Customer_71,South,Fashion,Jacket,3,1000,3000,662.46
1368,2025-08-24,Customer_3,North,Grocery,Sugar,1,250,250,24.23
1369,2025-08-08,Customer_26,South,Fashion,Jacket,4,250,1000,248.61
1370,2025-05-09,Customer_11,East,Furniture,Table,3,250,750,143.46
1371,2025-12-25,Customer_97,South,Fashion,T-Shirt,4,10000,40000,5277.46
1372,2025-02-09,Customer_17,South,Grocery,Rice,1,250,250,29.07
1373,2025-03-03,Customer_55,South,Grocery,Rice,1,10000,10000,1384.08
1374,2025-02-22,Customer_14,East,Grocery,Rice,2,2500,5000,475.93
1375,2025-03-10,Customer_83,South,Furniture,Sofa,2,2500,5000,1057.44
1376,2025-06-29,Customer_93,South,Electronics,Laptop,5,10000,50000,5394.99
1377,2025-04-22,Customer_12,North,Fashion,Jacket,5,10000,50000,7760.26
1378,2025-08-08,Customer_41,South,Fashion,T-Shirt,5,10000,50000,7264.27
1379,2025-11-04,Customer_93,East,Fashion,Shoes,1,500,500,87.04
1380,2025-04-07,Customer_96,West,Electronics,Headphones,2,5000,10000,1831.78
1381,2025-05-04,Customer_64,North,Furniture,Chair,2,2500,5000,728.0
1382,2025-10-19,Customer_54,East,Electronics,Headphones,3,500,1500,218.64
1383,2025-01-08,Customer_34,South,Fashion,Jacket,1,250,250,44.96
1384,2025-12-31,Customer_65,West,Electronics,Laptop,4,5000,20000,2574.06
1385,2025-11-12,Customer_20,East,Grocery,Tea,1,10000,10000,1712.16
1386,2025-03-21,Customer_69,East,Electronics,Headphones,1,5000,5000,1182.79
1387,2025-05-03,Customer_8,South,Grocery,Rice,3,10000,30000,4631.18
1388,2025-01-29,Customer_40,South,Electronics,Smartwatch,1,2500,2500,460.23
1389,2025-09-12,Customer_45,East,Electronics,Laptop,2,10000,20000,1638.59
1390,2025-05-18,Customer_94,North,Fashion,Shoes,2,10000,20000,4255.82
1391,2025-05-15,Customer_92,North,Electronics,Headphones,4,1000,4000,676.22
1392,2025-10-18,Customer_22,East,Grocery,Tea,5,1000,5000,447.12
1393,2025-03-01,Customer_30,North,Fashion,Shoes,1,5000,5000,973.0
1394,2025-07-16,Customer_20,South,Electronics,Laptop,2,250,500,80.1
1395,2025-06-13,Customer_35,North,Electronics,Smartwatch,2,1000,2000,244.41
1396,2025-04-02,Customer_29,North,Furniture,Chair,5,10000,50000,11666.5
1397,2025-06-09,Customer_42,North,Grocery,Rice,4,1000,4000,846.0
1398,2025-06-05,Customer_95,South,Grocery,Rice,3,500,1500,194.36
1399,2025-04-11,Customer_94,South,Grocery,Sugar,5,2500,12500,3120.3
1400,2025-06-27,Customer_82,North,Fashion,T-Shirt,4,250,1000,119.61
1401,2025-02-23,Customer_27,South,Furniture,Chair,4,10000,40000,8145.06
1402,2025-02-17,Customer_6,South,Grocery,Tea,1,500,500,100.49
1403,2025-02-18,Customer_65,South,Grocery,Sugar,4,10000,40000,3777.34
1404,2025-12-06,Customer_17,South,Grocery,Rice,5,5000,25000,2264.7
1405,2025-06-17,Customer_41,West,Furniture,Sofa,3,2500,7500,1493.43
1406,2025-10-27,Customer_14,South,Furniture,Table,1,500,500,51.57
1407,2025-03-03,Customer_69,East,Electronics,Smartphone,4,2500,10000,1333.86
1408,2025-03-03,Customer_12,South,Fashion,Jacket,3,2500,7500,937.89
1409,2025-12-31,Customer_32,East,Furniture,Chair,2,1000,2000,210.43
1410,2025-03-31,Customer_4,West,Grocery,Rice,3,1000,3000,658.25
1411,2025-03-13,Customer_16,North,Grocery,Oil,1,2500,2500,243.31
1412,2025-07-10,Customer_88,North,Electronics,Smartphone,2,500,1000,220.02
1413,2025-11-27,Customer_57,South,Furniture,Chair,1,250,250,28.4
1414,2025-01-26,Customer_22,West,Electronics,Headphones,1,250,250,60.05
1415,2025-03-30,Customer_46,South,Grocery,Tea,1,2500,2500,490.37
1416,2025-01-18,Customer_79,South,Fashion,Shoes,3,2500,7500,1726.37
1417,2025-02-14,Customer_36,West,Furniture,Bed,4,5000,20000,3228.71
1418,2025-09-27,Customer_32,North,Fashion,Jacket,2,10000,20000,4607.82
1419,2025-06-26,Customer_73,East,Grocery,Sugar,4,5000,20000,4256.88
1420,2025-04-23,Customer_4,East,Grocery,Sugar,2,250,500,67.1
1421,2025-04-30,Customer_21,North,Electronics,Smartwatch,5,1000,5000,1051.82
1422,2025-01-29,Customer_98,South,Fashion,Jeans,3,5000,15000,3281.53
1423,2025-06-12,Customer_95,East,Grocery,Sugar,2,500,1000,120.21
1424,2025-04-07,Customer_64,East,Electronics,Headphones,5,5000,25000,2603.93
1425,2025-11-05,Customer_29,North,Fashion,Jacket,1,250,250,22.39
1426,2025-03-08,Customer_44,South,Grocery,Rice,3,5000,15000,1713.73
1427,2025-03-14,Customer_100,North,Furniture,Chair,1,500,500,89.86
1428,2025-07-22,Customer_76,North,Furniture,Chair,3,10000,30000,7203.81
1429,2025-08-12,Customer_82,West,Furniture,Sofa,3,500,1500,368.84
1430,2025-11-11,Customer_46,South,Furniture,Table,5,10000,50000,11561.6
1431,2025-03-07,Customer_23,North,Fashion,Jacket,3,10000,30000,5911.34
1432,2025-11-10,Customer_29,North,Grocery,Rice,2,5000,10000,1340.97
1433,2025-06-27,Customer_41,South,Grocery,Oil,3,10000,30000,2796.81
1434,2025-05-08,Customer_89,North,Electronics,Headphones,4,250,1000,125.09
1435,2025-07-17,Customer_57,West,Furniture,Sofa,1,10000,10000,802.18
1436,2025-07-12,Customer_13,West,Fashion,Jacket,4,2500,10000,1397.09
1437,2025-01-18,Customer_38,North,Fashion,Jeans,4,250,1000,215.86
1438,2025-07-12,Customer_21,North,Furniture,Sofa,1,250,250,34.53
1439,2025-12-27,Customer_4,West,Electronics,Headphones,5,5000,25000,5796.21
1440,2025-04-16,Customer_25,West,Fashion,Jacket,2,250,500,48.61
1441,2025-07-21,Customer_74,West,Furniture,Sofa,3,500,1500,144.46
1442,2025-05-31,Customer_85,West,Fashion,T-Shirt,3,250,750,114.52
1443,2025-05-30,Customer_11,West,Fashion,T-Shirt,1,500,500,54.52
1444,2025-12-05,Customer_34,North,Electronics,Headphones,4,2500,10000,1631.46
1445,2025-08-17,Customer_6,East,Grocery,Oil,3,2500,7500,1070.99
1446,2025-10-16,Customer_8,South,Grocery,Tea,3,500,1500,333.46
1447,2025-10-29,Customer_30,North,Electronics,Laptop,3,5000,15000,2255.67
1448,2025-09-01,Customer_74,South,Grocery,Tea,5,10000,50000,11368.6
1449,2025-01-18,Customer_65,South,Grocery,Sugar,1,2500,2500,583.68
1450,2025-04-09,Customer_17,North,Electronics,Smartwatch,2,500,1000,245.27
1451,2025-11-18,Customer_19,East,Grocery,Rice,4,500,2000,499.07
1452,2025-10-10,Customer_42,East,Furniture,Chair,1,2500,2500,436.45
1453,2025-08-03,Customer_15,West,Grocery,Rice,5,5000,25000,4220.89
1454,2025-02-21,Customer_14,North,Fashion,Jeans,5,5000,25000,4476.38
1455,2025-09-06,Customer_74,West,Furniture,Sofa,4,1000,4000,580.47
1456,2025-11-08,Customer_88,West,Electronics,Smartphone,3,2500,7500,783.41
1457,2025-09-01,Customer_35,East,Electronics,Smartwatch,3,10000,30000,3611.65
1458,2025-09-09,Customer_90,North,Electronics,Headphones,3,1000,3000,382.98
1459,2025-06-14,Customer_35,West,Fashion,Jeans,3,10000,30000,4659.86
1460,2025-07-28,Customer_95,West,Electronics,Smartphone,4,500,2000,470.57
1461,2025-12-30,Customer_65,West,Furniture,Chair,5,500,2500,227.89
1462,2025-04-13,Customer_8,South,Fashion,T-Shirt,2,500,1000,228.78
1463,2025-05-21,Customer_48,West,Electronics,Smartwatch,1,1000,1000,199.79
1464,2025-11-01,Customer_58,South,Grocery,Rice,1,500,500,71.66
1465,2025-05-13,Customer_96,North,Grocery,Sugar,3,500,1500,333.6
1466,2025-10-20,Customer_100,South,Furniture,Chair,4,250,1000,107.69
1467,2025-09-20,Customer_3,North,Fashion,Jeans,2,1000,2000,381.54
1468,2025-04-25,Customer_33,East,Grocery,Oil,2,5000,10000,2161.47
1469,2025-04-22,Customer_60,East,Furniture,Bed,4,1000,4000,632.12
1470,2025-07-11,Customer_72,East,Grocery,Rice,1,5000,5000,1249.51
1471,2025-05-22,Customer_82,East,Furniture,Chair,4,250,1000,137.17
1472,2025-05-04,Customer_8,West,Furniture,Sofa,3,500,1500,158.23
1473,2025-06-01,Customer_34,West,Furniture,Table,1,10000,10000,1645.53
1474,2025-10-20,Customer_25,East,Grocery,Tea,1,5000,5000,1001.86
1475,2025-03-29,Customer_85,South,Fashion,Jacket,3,5000,15000,1965.5
1476,2025-10-14,Customer_98,South,Furniture,Chair,4,500,2000,411.91
1477,2025-06-07,Customer_54,East,Furniture,Chair,2,1000,2000,235.93
1478,2025-03-02,Customer_61,North,Furniture,Sofa,5,1000,5000,794.2
1479,2025-12-15,Customer_49,East,Electronics,Smartwatch,2,5000,10000,1003.69
1480,2025-06-25,Customer_53,West,Grocery,Rice,2,500,1000,248.7
1481,2025-11-20,Customer_23,East,Fashion,Shoes,2,250,500,81.44
1482,2025-03-28,Customer_74,South,Electronics,Laptop,4,1000,4000,462.38
1483,2025-08-08,Customer_52,West,Grocery,Rice,2,5000,10000,1537.31
1484,2025-07-11,Customer_2,East,Grocery,Tea,1,250,250,42.69
1485,2025-04-26,Customer_89,East,Fashion,T-Shirt,1,10000,10000,2047.13
1486,2025-06-06,Customer_22,North,Furniture,Table,1,2500,2500,413.92
1487,2025-11-02,Customer_68,East,Electronics,Headphones,3,2500,7500,1527.99
1488,2025-04-07,Customer_22,West,Grocery,Oil,3,2500,7500,1058.04
1489,2025-04-19,Customer_94,North,Electronics,Smartphone,2,10000,20000,4948.59
1490,2025-01-20,Customer_49,East,Fashion,T-Shirt,3,10000,30000,5717.76
1491,2025-01-25,Customer_89,North,Electronics,Laptop,1,10000,10000,2221.4
1492,2025-08-31,Customer_90,South,Grocery,Tea,4,250,1000,173.04
1493,2025-12-06,Customer_67,East,Fashion,T-Shirt,3,2500,7500,1443.62
1494,2025-03-02,Customer_37,North,Fashion,Jacket,1,5000,5000,1010.95
1495,2025-05-15,Customer_67,South,Electronics,Smartwatch,2,5000,10000,1139.57
1496,2025-09-12,Customer_27,West,Furniture,Bed,3,500,1500,130.05
1497,2025-02-26,Customer_74,West,Furniture,Table,1,250,250,48.54
1498,2025-02-21,Customer_33,South,Fashion,T-Shirt,5,250,1250,253.76
1499,2025-03-31,Customer_6,East,Grocery,Sugar,3,2500,7500,663.85
1500,2025-01-24,Customer_2,South,Furniture,Sofa,4,10000,40000,3988.13
1501,2025-05-18,Customer_94,North,Fashion,Shoes,3,2500,7500,1817.74
1502,2025-08-22,Customer_35,West,Furniture,Sofa,2,250,500,74.07
1503,2025-01-31,Customer_21,North,Grocery,Tea,2,250,500,51.26
1504,2025-11-09,Customer_49,East,Grocery,Tea,5,10000,50000,7724.38
1505,2025-07-30,Customer_57,North,Electronics,Smartphone,4,2500,10000,991.99
1506,2025-12-14,Customer_68,South,Electronics,Headphones,3,250,750,149.83
1507,2025-09-04,Customer_45,West,Furniture,Chair,4,10000,40000,8141.23
1508,2025-09-16,Customer_61,West,Fashion,T-Shirt,1,10000,10000,2388.43
1509,2025-05-23,Customer_7,South,Fashion,T-Shirt,4,1000,4000,483.81
1510,2025-10-21,Customer_58,North,Grocery,Tea,2,250,500,79.02
1511,2025-12-01,Customer_3,North,Grocery,Tea,3,250,750,185.04
1512,2025-02-16,Customer_78,East,Grocery,Tea,1,5000,5000,866.73
1513,2025-04-25,Customer_59,East,Fashion,Jacket,3,1000,3000,660.91
1514,2025-12-04,Customer_29,North,Grocery,Sugar,4,250,1000,96.56
1515,2025-12-26,Customer_14,North,Furniture,Sofa,3,5000,15000,2531.06
1516,2025-07-29,Customer_14,East,Fashion,Jacket,2,10000,20000,4124.54
1517,2025-04-08,Customer_92,East,Fashion,Jeans,1,2500,2500,291.63
1518,2025-10-29,Customer_16,West,Electronics,Smartwatch,1,10000,10000,2223.69
1519,2025-01-25,Customer_71,West,Grocery,Oil,4,250,1000,170.16
1520,2025-03-07,Customer_14,West,Grocery,Oil,5,500,2500,510.46
1521,2025-05-08,Customer_36,West,Furniture,Bed,4,5000,20000,4714.09
1522,2025-11-05,Customer_90,East,Furniture,Sofa,4,500,2000,206.98
1523,2025-05-29,Customer_88,East,Furniture,Table,2,500,1000,186.11
1524,2025-06-15,Customer_91,North,Fashion,Jeans,5,5000,25000,4950.83
1525,2025-12-30,Customer_54,East,Furniture,Bed,5,5000,25000,6006.36
1526,2025-03-16,Customer_7,North,Grocery,Rice,5,250,1250,105.37
1527,2025-03-16,Customer_8,East,Fashion,Shoes,2,1000,2000,392.35
1528,2025-12-12,Customer_95,South,Fashion,T-Shirt,3,2500,7500,730.66
1529,2025-12-07,Customer_7,West,Grocery,Oil,5,10000,50000,6444.93
1530,2025-05-09,Customer_26,West,Grocery,Tea,3,5000,15000,1337.2
1531,2025-04-11,Customer_100,South,Fashion,Shoes,5,5000,25000,5138.41
1532,2025-03-30,Customer_95,North,Furniture,Bed,2,10000,20000,1853.19
1533,2025-03-08,Customer_21,East,Grocery,Rice,4,1000,4000,698.49
1534,2025-01-21,Customer_20,East,Electronics,Headphones,4,10000,40000,9574.96
1535,2025-02-07,Customer_91,East,Electronics,Headphones,4,5000,20000,3470.54
1536,2025-03-23,Customer_54,West,Fashion,Jeans,5,250,1250,267.08
1537,2025-06-19,Customer_47,East,Electronics,Headphones,2,500,1000,192.77
1538,2025-12-09,Customer_45,West,Fashion,Jacket,5,10000,50000,4074.83
1539,2025-07-15,Customer_15,West,Fashion,Jeans,1,10000,10000,2305.62
1540,2025-07-11,Customer_66,West,Furniture,Sofa,1,5000,5000,1098.79
1541,2025-09-21,Customer_11,North,Grocery,Rice,3,10000,30000,3381.81
1542,2025-04-20,Customer_88,West,Fashion,T-Shirt,1,500,500,96.98
1543,2025-08-11,Customer_83,North,Electronics,Smartphone,5,10000,50000,11468.42
1544,2025-02-14,Customer_10,North,Fashion,T-Shirt,4,10000,40000,5455.66
1545,2025-04-27,Customer_34,West,Fashion,Shoes,5,250,1250,222.18
1546,2025-07-19,Customer_87,North,Grocery,Tea,4,2500,10000,1337.89
1547,2025-02-07,Customer_46,North,Electronics,Laptop,5,250,1250,248.94
1548,2025-08-13,Customer_49,West,Furniture,Sofa,5,250,1250,159.82
1549,2025-07-20,Customer_70,East,Electronics,Smartwatch,2,5000,10000,1173.77
1550,2025-10-12,Customer_19,North,Fashion,Shoes,3,250,750,130.57
1551,2025-10-08,Customer_11,East,Electronics,Laptop,5,5000,25000,3674.85
1552,2025-09-20,Customer_19,South,Fashion,Shoes,2,2500,5000,1169.78
1553,2025-04-03,Customer_86,North,Fashion,Jeans,5,1000,5000,565.18
1554,2025-02-20,Customer_26,West,Grocery,Rice,3,10000,30000,2743.55
1555,2025-02-21,Customer_37,North,Furniture,Sofa,2,10000,20000,3828.61
1556,2025-12-04,Customer_40,South,Fashion,Shoes,4,2500,10000,1358.19
1557,2025-05-07,Customer_29,West,Furniture,Sofa,4,500,2000,161.64
1558,2025-09-03,Customer_60,West,Furniture,Sofa,2,10000,20000,4092.11
1559,2025-11-27,Customer_78,North,Furniture,Sofa,4,5000,20000,1970.03
1560,2025-11-17,Customer_10,North,Furniture,Table,5,500,2500,311.87
1561,2025-10-30,Customer_28,North,Electronics,Laptop,5,5000,25000,3721.82
1562,2025-10-29,Customer_94,East,Furniture,Bed,2,1000,2000,293.45
1563,2025-07-06,Customer_65,North,Fashion,Jacket,5,5000,25000,2384.85
1564,2025-04-02,Customer_73,South,Fashion,Jeans,5,500,2500,389.64
1565,2025-04-29,Customer_9,East,Grocery,Sugar,1,500,500,104.73
1566,2025-07-04,Customer_50,West,Furniture,Table,1,10000,10000,1151.52
1567,2025-12-27,Customer_67,East,Grocery,Rice,1,10000,10000,1350.92
1568,2025-10-28,Customer_84,North,Furniture,Table,4,10000,40000,5773.93
1569,2025-06-26,Customer_63,West,Furniture,Bed,2,5000,10000,1489.93
1570,2025-09-21,Customer_83,East,Electronics,Smartphone,4,500,2000,238.2
1571,2025-03-02,Customer_85,South,Fashion,Jeans,2,500,1000,141.58
1572,2025-09-03,Customer_27,South,Grocery,Sugar,1,2500,2500,486.97
1573,2025-10-31,Customer_21,South,Grocery,Rice,2,250,500,50.87
1574,2025-04-03,Customer_67,West,Electronics,Smartphone,1,500,500,61.95
1575,2025-08-30,Customer_62,South,Electronics,Headphones,1,500,500,78.18
1576,2025-04-04,Customer_80,East,Fashion,Jacket,5,500,2500,537.71
1577,2025-04-28,Customer_49,West,Fashion,Shoes,4,5000,20000,3608.03
1578,2025-09-16,Customer_88,West,Fashion,T-Shirt,1,500,500,84.43
1579,2025-11-04,Customer_5,North,Fashion,T-Shirt,2,2500,5000,1166.37
1580,2025-01-01,Customer_100,West,Electronics,Smartwatch,2,5000,10000,1716.79
1581,2025-04-28,Customer_62,West,Grocery,Sugar,1,10000,10000,1700.69
1582,2025-04-30,Customer_11,East,Furniture,Chair,4,500,2000,246.54
1583,2025-01-04,Customer_74,North,Grocery,Sugar,2,250,500,100.28
1584,2025-07-29,Customer_47,North,Electronics,Smartwatch,2,10000,20000,4334.58
1585,2025-10-02,Customer_55,East,Fashion,Jacket,5,1000,5000,622.11
1586,2025-10-13,Customer_62,South,Furniture,Bed,2,2500,5000,869.29
1587,2025-12-28,Customer_51,South,Furniture,Bed,3,1000,3000,534.6
1588,2025-02-21,Customer_28,West,Electronics,Smartphone,4,10000,40000,9654.87
1589,2025-01-03,Customer_12,South,Furniture,Chair,2,2500,5000,1219.88
1590,2025-07-09,Customer_11,North,Grocery,Tea,1,250,250,31.18
1591,2025-12-31,Customer_77,North,Grocery,Tea,5,10000,50000,8428.55
1592,2025-12-03,Customer_67,East,Fashion,Jacket,4,250,1000,114.29
1593,2025-04-29,Customer_79,South,Fashion,T-Shirt,5,5000,25000,4192.21
1594,2025-03-22,Customer_12,East,Electronics,Headphones,2,10000,20000,1600.98
1595,2025-09-23,Customer_2,North,Grocery,Sugar,4,2500,10000,1796.34
1596,2025-05-22,Customer_29,South,Electronics,Headphones,5,5000,25000,3479.4
1597,2025-07-28,Customer_65,North,Grocery,Tea,5,250,1250,155.49
1598,2025-05-12,Customer_69,East,Electronics,Headphones,3,250,750,162.38
1599,2025-06-23,Customer_100,West,Grocery,Tea,5,2500,12500,2636.18
1600,2025-07-15,Customer_82,South,Grocery,Rice,4,250,1000,123.83
1601,2025-01-05,Customer_90,East,Fashion,Shoes,4,1000,4000,671.22
1602,2025-06-25,Customer_10,South,Fashion,Shoes,1,2500,2500,486.32
1603,2025-05-18,Customer_24,South,Grocery,Sugar,3,500,1500,348.05
1604,2025-05-16,Customer_27,South,Grocery,Oil,2,10000,20000,2422.99
1605,2025-02-24,Customer_16,North,Fashion,Jeans,5,1000,5000,532.6
1606,2025-07-10,Customer_80,East,Grocery,Rice,5,250,1250,280.2
1607,2025-09-19,Customer_36,West,Grocery,Sugar,4,500,2000,494.69
1608,2025-09-02,Customer_70,North,Fashion,Jeans,1,5000,5000,1079.38
1609,2025-12-24,Customer_67,West,Furniture,Bed,2,2500,5000,1230.03
1610,2025-10-25,Customer_13,East,Furniture,Chair,1,10000,10000,1158.28
1611,2025-05-18,Customer_61,East,Furniture,Sofa,2,5000,10000,1246.84
1612,2025-12-25,Customer_97,East,Furniture,Table,4,2500,10000,1157.91
1613,2025-03-09,Customer_74,South,Furniture,Bed,3,2500,7500,829.36
1614,2025-07-15,Customer_26,South,Electronics,Headphones,2,5000,10000,1534.77
1615,2025-03-10,Customer_81,East,Fashion,Jacket,1,500,500,75.83
1616,2025-01-25,Customer_51,North,Grocery,Sugar,3,5000,15000,3389.18
1617,2025-11-19,Customer_13,West,Fashion,T-Shirt,2,1000,2000,322.02
1618,2025-05-12,Customer_45,North,Furniture,Sofa,3,1000,3000,525.78
1619,2025-04-12,Customer_74,South,Grocery,Rice,3,10000,30000,7311.89
1620,2025-08-17,Customer_11,West,Furniture,Sofa,3,10000,30000,5003.27
1621,2025-06-22,Customer_54,West,Furniture,Bed,2,500,1000,188.9
1622,2025-06-12,Customer_84,East,Electronics,Laptop,2,1000,2000,237.59
1623,2025-07-05,Customer_96,West,Furniture,Bed,3,2500,7500,1595.74
1624,2025-05-01,Customer_85,East,Grocery,Oil,2,250,500,50.63
1625,2025-02-02,Customer_61,North,Electronics,Smartphone,2,2500,5000,487.56
1626,2025-11-13,Customer_20,North,Electronics,Smartwatch,5,250,1250,122.08
1627,2025-08-15,Customer_81,South,Grocery,Sugar,2,500,1000,205.39
1628,2025-06-16,Customer_61,West,Fashion,Jeans,1,250,250,48.2
1629,2025-10-30,Customer_77,West,Furniture,Bed,2,10000,20000,3433.58
1630,2025-02-15,Customer_57,East,Grocery,Sugar,3,2500,7500,1288.08
1631,2025-01-01,Customer_67,South,Furniture,Bed,3,500,1500,197.41
1632,2025-09-09,Customer_97,West,Furniture,Sofa,4,5000,20000,1628.28
1633,2025-01-04,Customer_71,East,Furniture,Chair,4,1000,4000,725.96
1634,2025-03-25,Customer_92,West,Fashion,Jacket,5,2500,12500,1838.85
1635,2025-05-03,Customer_67,East,Grocery,Oil,3,250,750,113.84
1636,2025-04-04,Customer_18,East,Furniture,Sofa,4,500,2000,450.18
1637,2025-11-15,Customer_63,South,Electronics,Smartwatch,5,2500,12500,1578.29
1638,2025-01-12,Customer_24,North,Furniture,Chair,2,250,500,122.43
1639,2025-01-05,Customer_30,North,Furniture,Sofa,2,10000,20000,3090.62
1640,2025-06-09,Customer_64,East,Fashion,T-Shirt,4,500,2000,276.25
1641,2025-03-16,Customer_8,East,Grocery,Rice,3,250,750,167.55
1642,2025-05-09,Customer_49,North,Grocery,Rice,5,2500,12500,1385.91
1643,2025-01-18,Customer_26,West,Electronics,Smartphone,4,2500,10000,1220.18
1644,2025-06-09,Customer_42,South,Electronics,Smartphone,4,2500,10000,1958.45
1645,2025-04-12,Customer_47,North,Electronics,Laptop,3,2500,7500,1414.11
1646,2025-01-08,Customer_22,East,Fashion,T-Shirt,2,10000,20000,3076.15
1647,2025-10-25,Customer_89,West,Electronics,Smartwatch,2,250,500,122.35
1648,2025-02-16,Customer_88,East,Fashion,Shoes,1,500,500,53.4
1649,2025-10-02,Customer_14,South,Electronics,Laptop,3,10000,30000,3184.98
1650,2025-06-27,Customer_57,South,Grocery,Oil,3,5000,15000,3210.83
1651,2025-01-21,Customer_63,West,Electronics,Smartwatch,3,10000,30000,3087.13
1652,2025-06-28,Customer_42,West,Furniture,Bed,2,5000,10000,1117.27
1653,2025-06-01,Customer_34,East,Furniture,Table,1,5000,5000,531.77
1654,2025-01-10,Customer_80,East,Grocery,Rice,5,2500,12500,2559.02
1655,2025-07-18,Customer_25,West,Fashion,Shoes,1,10000,10000,2444.18
1656,2025-02-26,Customer_13,North,Fashion,Shoes,3,2500,7500,1417.15
1657,2025-09-06,Customer_25,North,Electronics,Smartphone,2,250,500,57.18
1658,2025-10-30,Customer_33,North,Electronics,Smartwatch,4,5000,20000,3721.5
1659,2025-04-17,Customer_84,West,Furniture,Table,5,10000,50000,4602.43
1660,2025-08-01,Customer_48,North,Electronics,Smartwatch,1,1000,1000,174.86
1661,2025-04-21,Customer_67,North,Furniture,Chair,1,1000,1000,93.25
1662,2025-09-27,Customer_85,South,Electronics,Smartphone,5,2500,12500,1402.6
1663,2025-12-12,Customer_59,West,Fashion,Jacket,1,10000,10000,1780.16
1664,2025-06-22,Customer_85,South,Electronics,Smartphone,2,5000,10000,1482.65
1665,2025-06-16,Customer_48,West,Grocery,Sugar,3,5000,15000,3728.23
1666,2025-04-20,Customer_49,East,Grocery,Sugar,5,500,2500,439.34
1667,2025-01-18,Customer_37,North,Furniture,Bed,4,2500,10000,800.33
1668,2025-04-20,Customer_41,North,Fashion,Shoes,1,1000,1000,247.35
1669,2025-03-21,Customer_18,East,Furniture,Table,1,250,250,39.57
1670,2025-02-17,Customer_74,West,Furniture,Table,2,1000,2000,435.77
1671,2025-12-20,Customer_90,North,Fashion,T-Shirt,3,2500,7500,820.45
1672,2025-01-29,Customer_99,East,Furniture,Chair,5,2500,12500,1166.76
1673,2025-04-27,Customer_96,North,Furniture,Bed,4,250,1000,227.86
1674,2025-10-04,Customer_73,South,Grocery,Rice,3,5000,15000,1305.01
1675,2025-07-21,Customer_58,North,Furniture,Table,2,250,500,97.26
1676,2025-06-22,Customer_11,West,Fashion,Jacket,3,2500,7500,788.72
1677,2025-08-11,Customer_100,South,Electronics,Smartwatch,3,250,750,110.81
1678,2025-11-30,Customer_74,South,Fashion,Jacket,5,500,2500,407.34
1679,2025-06-15,Customer_88,North,Fashion,Jeans,1,1000,1000,212.05
1680,2025-06-14,Customer_45,North,Electronics,Smartwatch,4,1000,4000,556.85
1681,2025-08-15,Customer_80,South,Furniture,Table,3,5000,15000,3295.04
1682,2025-03-21,Customer_97,North,Grocery,Rice,2,500,1000,196.51
1683,2025-05-28,Customer_2,East,Electronics,Laptop,2,5000,10000,2375.44
1684,2025-04-18,Customer_95,South,Electronics,Headphones,4,2500,10000,838.67
1685,2025-03-14,Customer_89,North,Fashion,Shoes,5,2500,12500,2323.96
1686,2025-04-13,Customer_90,East,Grocery,Rice,3,500,1500,135.33
1687,2025-05-19,Customer_85,East,Electronics,Smartwatch,1,250,250,36.52
1688,2025-07-14,Customer_66,North,Electronics,Laptop,3,10000,30000,4371.27
1689,2025-04-12,Customer_65,West,Furniture,Bed,5,5000,25000,2374.09
1690,2025-09-08,Customer_51,South,Electronics,Laptop,2,5000,10000,1318.38
1691,2025-05-01,Customer_65,East,Electronics,Headphones,3,1000,3000,558.87
1692,2025-05-24,Customer_29,South,Electronics,Headphones,4,250,1000,240.5
1693,2025-09-24,Customer_87,South,Furniture,Bed,2,250,500,102.04
1694,2025-06-09,Customer_78,East,Grocery,Oil,5,500,2500,381.25
1695,2025-10-05,Customer_88,South,Grocery,Oil,2,10000,20000,2071.16
1696,2025-03-16,Customer_84,South,Fashion,Shoes,5,500,2500,382.78
1697,2025-03-02,Customer_24,East,Furniture,Chair,5,5000,25000,6031.56
1698,2025-06-05,Customer_57,East,Fashion,T-Shirt,3,2500,7500,1825.53
